lo_id,grade,study_year_id,school_app,course_id,course_name,created_at,accepted_at,group_name,lessons_completed,course_start_at,course_lesson_cnt,student_score,max_score,test_result_final
569652,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-05 16:35:52","2022-09-26 23:59:59","Академ. письмо 26.09",5,"2022-09-30 00:17:27",21,21,103,90
572536,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-06 16:52:28","2022-09-26 23:59:59","Академ. письмо 26.09",5,"2022-09-28 08:06:57",21,20,103,90
605678,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-05 19:17:28","2022-09-26 23:59:59","Академ. письмо 26.09",17,"2022-09-28 21:09:56",21,68,103,90
609048,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-07 14:39:12","2022-09-26 23:59:59","Академ. письмо 26.09",7,"2022-09-28 09:24:25",21,25,103,90
495508,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-06 18:44:34","2022-09-26 23:59:59","Академ. письмо 26.09",1,"2022-10-02 16:28:26",21,5,103,81
527167,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-07 15:34:10","2022-09-26 23:59:59","Академ. письмо 26.09",20,"2022-09-28 10:26:16",21,39,103,81
530923,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-06 18:35:37","2022-09-26 23:59:59","Академ. письмо 26.09",16,"2022-09-29 12:08:05",21,29,103,81
533003,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-07 12:44:08","2022-09-26 23:59:59","Академ. письмо 26.09",20,"2022-09-28 07:56:12",21,23,103,81
544704,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-07 16:53:05","2022-09-26 23:59:59","Академ. письмо 26.09",2,"2022-09-28 14:35:55",21,6,103,81
609024,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-07 13:13:55","2022-09-26 23:59:59","Академ. письмо 26.09",20,"2022-09-29 10:52:50",21,71,103,81
464236,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-06 23:41:37","2022-09-26 23:59:59","Академ. письмо 26.09",16,"2022-10-01 19:06:19",21,68,103,72
608713,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-07 14:01:43","2022-09-26 23:59:59","Академ. письмо 26.09",1,"2022-10-19 18:34:18",21,6,103,72
592723,7,3,0,5,"Академическое письмо (Academic Writing)","2022-09-07 16:16:35","2022-09-26 23:59:59","Академ. письмо 26.09",3,"2022-10-01 10:15:47",21,3,103,54
452766,5,1,0,21,"Первые шаги в робототехнику","2022-09-05 11:49:49","2022-09-26 23:59:59","Робототехника 26.09",10,"2022-09-28 15:33:53",11,20,39,99
599570,6,2,1,21,"Первые шаги в робототехнику","2022-09-07 17:05:58","2022-09-26 23:59:59","Робототехника 26.09",2,"2022-10-15 21:39:12",11,3,39,99
608527,5,1,0,21,"Первые шаги в робототехнику","2022-09-06 09:33:38","2022-09-26 23:59:59","Робототехника 26.09",9,"2022-09-28 11:37:57",11,28,39,99
609059,5,1,1,21,"Первые шаги в робототехнику","2022-09-07 15:35:17","2022-09-26 23:59:59","Робототехника 26.09",8,"2022-10-11 21:41:20",11,18,39,100
588914,6,2,1,21,"Первые шаги в робототехнику","2022-09-07 22:36:18","2022-09-26 23:59:59","Робототехника 26.09",7,"2022-10-20 19:43:00",11,12,39,86
544876,5,1,0,21,"Первые шаги в робототехнику","2022-09-06 17:58:27","2022-09-26 23:59:59","Робототехника 26.09",4,"2022-10-13 20:17:12",11,6,39,62
593268,5,1,1,21,"Первые шаги в робототехнику","2022-09-07 16:05:35","2022-09-26 23:59:59","Робототехника 26.09",10,"2022-09-29 19:05:47",11,25,39,50
609002,5,1,0,21,"Первые шаги в робототехнику","2022-09-07 10:38:24","2022-09-26 23:59:59","Робототехника 26.09",3,"2022-10-06 13:45:02",11,3,39,49
518747,5,1,0,63,"Основы программирования на языке Python","2022-09-07 13:39:57","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-10-16 13:54:04",9,10,31,13
521346,8,4,1,63,"Основы программирования на языке Python","2022-09-07 21:57:24","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-10-02 15:09:51",9,27,31,86
528787,6,2,1,63,"Основы программирования на языке Python","2022-09-07 14:33:22","2022-09-26 23:59:59","Основы Python 26.09",2,"2022-10-07 18:42:52",9,5,31,86
593327,5,1,1,63,"Основы программирования на языке Python","2022-09-07 12:35:34","2022-09-26 23:59:59","Основы Python 26.09",3,"2022-10-02 22:07:21",9,9,31,13
599570,6,2,1,63,"Основы программирования на языке Python","2022-09-07 16:46:08","2022-09-26 23:59:59","Основы Python 26.09",1,"2022-10-15 21:48:27",9,4,31,99
608527,5,1,0,63,"Основы программирования на языке Python","2022-09-06 09:31:59","2022-09-26 23:59:59","Основы Python 26.09",8,"2022-09-28 08:39:19",9,20,31,99
531455,8,4,1,63,"Основы программирования на языке Python","2022-09-07 14:03:42","2022-09-26 23:59:59","Основы Python 26.09",6,"2022-09-30 20:36:13",9,17,31,92
608308,8,4,1,63,"Основы программирования на языке Python","2022-09-05 18:32:24","2022-09-26 23:59:59","Основы Python 26.09",2,"2022-10-03 16:05:56",9,8,31,92
500971,7,3,1,63,"Основы программирования на языке Python","2022-09-07 14:52:17","2022-09-26 23:59:59","Основы Python 26.09",3,"2022-09-29 18:33:07",9,10,31,90
552071,7,3,1,63,"Основы программирования на языке Python","2022-09-07 13:02:30","2022-09-26 23:59:59","Основы Python 26.09",2,"2022-10-10 21:29:38",9,6,31,90
568114,7,3,1,63,"Основы программирования на языке Python","2022-09-05 20:07:21","2022-09-26 23:59:59","Основы Python 26.09",5,"2022-09-30 18:38:48",9,11,31,90
527188,6,2,0,63,"Основы программирования на языке Python","2022-09-08 15:50:18","2022-09-26 23:59:59","Основы Python 26.09",5,"2022-09-28 14:21:20",9,15,31,87
530923,6,2,1,63,"Основы программирования на языке Python","2022-09-06 18:33:38","2022-09-26 23:59:59","Основы Python 26.09",7,"2022-09-30 13:01:19",9,17,31,87
551359,6,2,1,63,"Основы программирования на языке Python","2022-09-07 10:14:06","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-09-28 11:56:46",9,7,31,87
593615,5,1,0,63,"Основы программирования на языке Python","2022-09-07 13:06:49","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-10-01 17:31:20",9,23,31,87
608502,5,1,0,63,"Основы программирования на языке Python","2022-09-07 20:30:11","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-10-02 10:55:13",9,22,31,87
609217,6,2,0,63,"Основы программирования на языке Python","2022-09-08 16:17:56","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-10-01 18:13:21",9,13,31,87
502072,8,4,1,63,"Основы программирования на языке Python","2022-09-07 11:54:50","2022-09-26 23:59:59","Основы Python 26.09",1,"2022-10-12 12:13:17",9,2,31,78
464236,8,4,1,63,"Основы программирования на языке Python","2022-09-06 23:30:47","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-09-29 11:03:40",9,29,31,78
542228,6,2,1,63,"Основы программирования на языке Python","2022-09-07 17:20:35","2022-09-26 23:59:59","Основы Python 26.09",7,"2022-10-02 15:40:01",9,18,31,74
606054,5,1,1,63,"Основы программирования на языке Python","2022-09-06 16:08:34","2022-09-26 23:59:59","Основы Python 26.09",3,"2022-09-28 06:59:47",9,11,31,75
606361,5,1,1,63,"Основы программирования на языке Python","2022-09-08 17:03:46","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-09-28 16:34:02",9,7,31,NULL
526329,7,3,1,63,"Основы программирования на языке Python","2022-09-07 13:06:43","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-10-02 17:08:05",9,22,31,63
599583,5,1,0,63,"Основы программирования на языке Python","2022-09-06 12:25:09","2022-09-26 23:59:59","Основы Python 26.09",8,"2022-09-27 22:20:15",9,21,31,62
606050,6,2,0,63,"Основы программирования на языке Python","2022-09-08 12:58:39","2022-09-26 23:59:59","Основы Python 26.09",1,"2022-10-22 21:27:50",9,1,31,62
606343,6,2,1,63,"Основы программирования на языке Python","2022-09-07 14:00:49","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-10-09 18:20:13",9,10,31,62
593268,5,1,1,63,"Основы программирования на языке Python","2022-09-07 15:54:25","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-09-30 15:16:54",9,20,31,50
609002,5,1,0,63,"Основы программирования на языке Python","2022-09-07 10:37:05","2022-09-26 23:59:59","Основы Python 26.09",6,"2022-10-01 10:38:47",9,11,31,49
509776,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 21:25:52","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-02 21:43:28",7,26,56,100
527027,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 15:50:51","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-09-28 14:13:50",7,40,56,100
528787,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 15:05:00","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-06 21:05:24",7,30,56,98
530923,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 18:31:01","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-09-29 11:13:15",7,29,56,95
549853,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 18:24:36","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-10-19 17:29:24",7,4,56,100
551231,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-05 20:49:55","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-10-03 14:36:09",7,7,56,100
593327,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 12:30:26","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-10-02 19:30:50",7,40,56,100
599570,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 17:02:13","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-10-23 21:09:43",7,8,56,98
570462,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 13:09:13","2022-09-26 23:59:59","Русский медвежонок 26.09",7,"2022-09-30 19:11:14",7,43,56,94
599461,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 00:28:54","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-10-02 20:51:03",7,9,56,95
606054,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 10:03:24","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-09-28 07:00:23",7,28,56,95
609199,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 14:53:05","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-03 21:37:51",7,14,56,95
574675,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 14:54:18","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-27 22:52:20",7,46,56,92
602662,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-05 20:16:08","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-29 08:24:16",7,32,56,90
609048,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 14:39:44","2022-09-26 23:59:59","Русский медвежонок 26.09",2,"2022-10-12 21:19:44",7,6,56,90
599622,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 12:35:42","2022-09-26 23:59:59","Русский медвежонок 26.09",7,"2022-09-30 14:10:03",7,38,56,88
608527,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 09:26:53","2022-09-26 23:59:59","Русский медвежонок 26.09",7,"2022-09-28 17:33:10",7,40,56,85
527167,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 15:35:28","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-09-30 13:35:08",7,40,56,84
593268,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 16:16:29","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-29 19:07:05",7,33,56,80
606185,6,2,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 10:43:44","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-28 21:42:27",7,47,56,76
567828,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 18:41:54","2022-09-26 23:59:59","Русский медвежонок 26.09",2,"2022-09-28 17:32:28",7,3,56,75
608811,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 16:31:01","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-10-15 11:38:29",7,2,56,74
544876,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 17:56:47","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-23 16:10:08",7,13,56,65
609182,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 13:08:39","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-10-02 12:31:52",7,27,56,65
609002,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 10:35:41","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-06 16:58:51",7,13,56,60
576999,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-06 12:18:45","2022-09-26 23:59:59","Русский медвежонок 26.09",2,"2022-09-28 23:47:07",7,11,56,50
509776,6,2,1,12,"Математика для начинающих","2022-09-07 21:12:56","2022-09-26 23:59:59","Математика нач. 26.09",2,"2022-10-05 22:30:01",12,27,212,88
593327,5,1,1,12,"Математика для начинающих","2022-09-07 12:29:17","2022-09-26 23:59:59","Математика нач. 26.09",2,"2022-10-05 22:25:23",12,9,212,13
599522,5,1,0,12,"Математика для начинающих","2022-09-08 13:33:11","2022-09-26 23:59:59","Математика нач. 26.09",4,"2022-09-27 21:46:22",12,43,212,100
599570,6,2,1,12,"Математика для начинающих","2022-09-07 16:59:05","2022-09-26 23:59:59","Математика нач. 26.09",8,"2022-10-15 12:49:57",12,92,212,99
606131,5,1,0,12,"Математика для начинающих","2022-09-07 19:57:15","2022-09-26 23:59:59","Математика нач. 26.09",10,"2022-09-28 20:34:38",12,111,212,100
608527,5,1,0,12,"Математика для начинающих","2022-09-06 09:36:13","2022-09-26 23:59:59","Математика нач. 26.09",10,"2022-09-28 11:37:11",12,179,212,99
609105,5,1,1,12,"Математика для начинающих","2022-09-07 18:48:52","2022-09-26 23:59:59","Математика нач. 26.09",11,"2022-09-27 20:48:23",12,176,212,13
589561,5,1,1,12,"Математика для начинающих","2022-09-06 23:10:00","2022-09-26 23:59:59","Математика нач. 26.09",12,"2022-09-28 11:36:50",12,135,212,87
599622,6,2,1,12,"Математика для начинающих","2022-09-07 12:33:28","2022-09-26 23:59:59","Математика нач. 26.09",12,"2022-09-28 10:47:47",12,153,212,87
608502,5,1,0,12,"Математика для начинающих","2022-09-07 20:29:01","2022-09-26 23:59:59","Математика нач. 26.09",12,"2022-10-02 11:20:31",12,132,212,87
608536,6,2,1,12,"Математика для начинающих","2022-09-05 17:09:01","2022-09-26 23:59:59","Математика нач. 26.09",1,"2022-10-01 05:44:42",12,12,212,87
495508,6,2,1,10,"Лингвистика для начинающих","2022-09-06 18:43:08","2022-09-26 23:59:59","Лингв. нач. 26.09",4,"2022-09-30 15:57:21",11,15,62,89
509776,6,2,1,10,"Лингвистика для начинающих","2022-09-07 21:22:10","2022-09-26 23:59:59","Лингв. нач. 26.09",2,"2022-10-05 21:16:54",11,6,62,100
525181,6,2,1,10,"Лингвистика для начинающих","2022-09-05 20:03:22","2022-09-26 23:59:59","Лингв. нач. 26.09",11,"2022-09-28 13:43:57",11,55,62,100
609048,7,3,1,10,"Лингвистика для начинающих","2022-09-07 14:37:18","2022-09-26 23:59:59","Лингв. нач. 26.09",2,"2022-09-28 09:25:41",11,5,62,90
589106,6,2,0,10,"Лингвистика для начинающих","2022-09-05 11:53:57","2022-09-26 23:59:59","Лингв. нач. 26.09",10,"2022-09-27 20:46:38",11,52,62,88
599622,6,2,1,10,"Лингвистика для начинающих","2022-09-07 12:34:01","2022-09-26 23:59:59","Лингв. нач. 26.09",10,"2022-09-30 19:09:30",11,13,62,88
565356,6,2,1,10,"Лингвистика для начинающих","2022-09-07 16:40:07","2022-09-26 23:59:59","Лингв. нач. 26.09",4,"2022-10-02 10:46:06",11,10,62,84
574074,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-07 14:49:51","2022-09-26 23:59:59","Академ. письмо 26.09",1,NULL,21,0,103,NULL
527098,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-06 21:53:36","2022-09-26 23:59:59","Академ. письмо 26.09",0,NULL,21,0,103,NULL
531505,8,4,0,5,"Академическое письмо (Academic Writing)","2022-09-06 10:45:01","2022-09-26 23:59:59","Академ. письмо 26.09",1,"2022-11-01 23:20:06",21,1,103,NULL
605867,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-06 18:24:44","2022-09-26 23:59:59","Академ. письмо 26.09",0,NULL,21,0,103,45
569523,6,2,1,7,"Биологический калейдоскоп","2022-09-06 10:40:36","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",0,NULL,11,0,249,NULL
600256,5,1,1,7,"Биологический калейдоскоп","2022-09-07 14:23:58","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",6,"2022-11-02 20:05:22",11,21,249,NULL
609084,5,1,0,7,"Биологический калейдоскоп","2022-09-07 18:54:16","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",1,"2022-10-24 18:44:14",11,11,249,NULL
609121,5,1,0,7,"Биологический калейдоскоп","2022-09-07 20:13:48","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",3,"2022-10-26 09:45:11",11,41,249,NULL
553440,8,4,1,63,"Основы программирования на языке Python","2022-09-08 10:04:07","2022-10-24 23:59:59","Основы Python 24.10",2,"2022-10-28 17:48:25",9,5,31,35
608896,7,3,1,63,"Основы программирования на языке Python","2022-09-05 16:38:09","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,45
527300,6,2,1,63,"Основы программирования на языке Python","2022-09-07 13:26:11","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,100
498438,8,4,1,63,"Основы программирования на языке Python","2022-09-05 17:17:02","2022-10-24 23:59:59","Основы Python 24.10",6,"2022-10-30 19:07:56",9,22,31,8
592901,5,1,0,63,"Основы программирования на языке Python","2022-09-07 20:10:32","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,13
609129,5,1,0,63,"Основы программирования на языке Python","2022-09-07 20:35:02","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,50
544783,7,3,1,63,"Основы программирования на языке Python","2022-09-05 21:56:40","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,72
527300,6,2,1,21,"Первые шаги в робототехнику","2022-09-07 13:20:30","2022-10-24 23:59:59","Первые шаги в робототехнику 24.10",0,NULL,11,0,39,100
600256,5,1,1,7,"Биологический калейдоскоп","2022-09-07 14:23:58","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",6,"2022-11-02 20:05:22",11,21,249,NULL
609121,5,1,0,7,"Биологический калейдоскоп","2022-09-07 20:13:48","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",3,"2022-10-26 09:45:11",11,41,249,100
609084,5,1,0,7,"Биологический калейдоскоп","2022-09-07 18:54:16","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",1,"2022-10-24 18:44:14",11,11,249,100
569523,6,2,1,7,"Биологический калейдоскоп","2022-09-06 10:40:36","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",0,NULL,11,0,249,100
605867,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-06 18:24:44","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,54
531505,8,4,0,5,"Академическое письмо (Academic Writing)","2022-09-06 10:45:01","2022-10-24 23:59:59","Академ.письмо 24.10",1,"2022-11-01 23:20:06",21,1,103,72
527098,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-06 21:53:36","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,81
574074,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-07 14:49:51","2022-10-24 23:59:59","Академ.письмо 24.10",1,NULL,21,0,103,90
577350,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 21:07:36","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,80
407889,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 11:35:52","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,50
599701,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-08 16:53:29","2022-10-24 23:59:59","Русский медвежонок 24.10",1,"2022-10-28 17:08:49",7,8,56,75
574074,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-07 14:45:57","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,90
